EmployeeNumber,Age,Gender,Department,JobRole,JobLevel,MaritalStatus,OverTime,BusinessTravel,MonthlyIncome,YearsAtCompany,YearsSinceLastPromotion,JobSatisfaction,WorkLifeBalance,EnvironmentSatisfaction,Attrition,RiskScore,RiskPct,RiskSegment,RiskLevel
2061,36,Male,Research & Development,Laboratory Technician,2,Married,No,Travel_Frequently,2571,5,0,4,3,3,No,0.3063,30.6,At Watch,Medium (30–60%)
1240,25,Male,Sales,Sales Executive,2,Single,No,Travel_Rarely,4950,4,1,4,3,3,No,0.3054,30.5,At Watch,Medium (30–60%)
1430,31,Female,Research & Development,Research Director,4,Single,No,Travel_Rarely,16422,3,1,2,4,1,No,0.3053,30.5,At Watch,Medium (30–60%)
1700,37,Male,Sales,Sales Executive,2,Divorced,No,Travel_Frequently,9525,6,1,4,2,3,No,0.3047,30.5,At Watch,Medium (30–60%)
1718,26,Male,Research & Development,Laboratory Technician,1,Married,No,Travel_Rarely,2305,3,0,3,4,4,No,0.3041,30.4,At Watch,Medium (30–60%)
800,27,Male,Sales,Sales Executive,2,Married,No,Travel_Frequently,4342,4,1,4,3,3,No,0.3038,30.4,At Watch,Medium (30–60%)
1235,32,Female,Research & Development,Research Scientist,2,Single,Yes,Travel_Frequently,4998,8,0,3,3,4,No,0.3034,30.3,At Watch,Medium (30–60%)
1506,28,Male,Research & Development,Research Scientist,1,Divorced,No,Travel_Rarely,1563,1,0,3,1,1,No,0.3033,30.3,At Watch,Medium (30–60%)
56,27,Male,Sales,Sales Executive,3,Single,No,Travel_Frequently,8726,9,1,3,3,4,No,0.3032,30.3,At Watch,Medium (30–60%)
1407,26,Male,Research & Development,Research Scientist,1,Single,No,Travel_Rarely,3904,4,1,4,3,1,No,0.303,30.3,At Watch,Medium (30–60%)
1291,35,Male,Research & Development,Research Scientist,1,Married,Yes,Travel_Rarely,3506,3,2,3,3,3,No,0.3024,30.2,At Watch,Medium (30–60%)
1882,34,Male,Sales,Sales Executive,3,Married,Yes,Travel_Rarely,9713,5,1,4,3,3,No,0.302,30.2,At Watch,Medium (30–60%)
825,58,Male,Research & Development,Research Director,5,Single,Yes,Travel_Rarely,19246,31,13,2,3,4,Yes,0.3014,30.1,At Watch,Medium (30–60%)
176,41,Male,Sales,Sales Executive,3,Divorced,Yes,Travel_Rarely,8189,9,0,3,3,3,No,0.3011,30.1,At Watch,Medium (30–60%)
231,32,Male,Research & Development,Research Scientist,1,Single,No,Travel_Rarely,3038,5,1,3,3,3,No,0.301,30.1,At Watch,Medium (30–60%)
1460,45,Male,Research & Development,Healthcare Representative,3,Divorced,Yes,Travel_Rarely,10851,7,0,1,3,2,No,0.3005,30.1,At Watch,Medium (30–60%)
804,34,Female,Research & Development,Research Scientist,1,Single,No,Travel_Rarely,4381,6,1,1,3,3,No,0.2997,30.0,Stable,Low (<30%)
1648,27,Male,Research & Development,Research Scientist,1,Single,No,Travel_Frequently,2580,4,1,4,2,4,No,0.2992,29.9,Stable,Low (<30%)
381,35,Female,Research & Development,Manager,3,Divorced,No,Travel_Rarely,11996,7,6,2,2,2,No,0.2984,29.8,Stable,Low (<30%)
690,29,Female,Sales,Sales Executive,2,Married,No,Travel_Rarely,5561,6,1,3,2,2,No,0.2982,29.8,Stable,Low (<30%)
859,32,Male,Sales,Sales Executive,2,Divorced,No,Travel_Rarely,4403,5,0,4,2,2,No,0.2981,29.8,Stable,Low (<30%)
1050,53,Female,Sales,Sales Executive,3,Married,No,Travel_Frequently,7525,15,6,2,3,3,No,0.2978,29.8,Stable,Low (<30%)
1453,31,Male,Sales,Sales Executive,3,Divorced,No,Travel_Rarely,10793,13,9,4,3,1,No,0.2977,29.8,Stable,Low (<30%)
100,35,Male,Sales,Sales Executive,2,Single,No,Travel_Rarely,4312,15,2,1,3,3,No,0.2973,29.7,Stable,Low (<30%)
700,27,Male,Research & Development,Research Scientist,1,Single,No,Travel_Rarely,2045,4,1,4,3,1,No,0.2968,29.7,Stable,Low (<30%)
245,38,Female,Research & Development,Laboratory Technician,1,Single,No,Travel_Rarely,2288,2,2,4,3,3,No,0.2963,29.6,Stable,Low (<30%)
1596,35,Male,Research & Development,Laboratory Technician,2,Married,No,Travel_Rarely,3407,10,6,3,2,2,No,0.2963,29.6,Stable,Low (<30%)
305,33,Female,Research & Development,Research Scientist,1,Married,No,Travel_Rarely,2622,3,1,2,3,3,No,0.2957,29.6,Stable,Low (<30%)
1640,37,Female,Research & Development,Research Scientist,1,Married,No,Travel_Rarely,3936,8,7,2,1,2,No,0.2955,29.6,Stable,Low (<30%)
812,24,Male,Research & Development,Laboratory Technician,1,Divorced,No,Non-Travel,2694,1,0,2,3,3,No,0.2952,29.5,Stable,Low (<30%)
569,50,Male,Research & Development,Manager,4,Married,No,Travel_Rarely,17046,27,15,3,3,2,No,0.2947,29.5,Stable,Low (<30%)
1744,45,Female,Human Resources,Human Resources,3,Married,No,Travel_Rarely,9756,5,0,3,4,3,No,0.2947,29.5,Stable,Low (<30%)
1813,43,Male,Research & Development,Research Scientist,1,Single,No,Non-Travel,2438,3,1,3,2,1,No,0.2932,29.3,Stable,Low (<30%)
957,41,Male,Research & Development,Laboratory Technician,1,Single,Yes,Travel_Rarely,4721,18,2,1,3,4,No,0.2925,29.3,Stable,Low (<30%)
649,34,Male,Research & Development,Research Scientist,1,Married,Yes,Travel_Rarely,3622,6,1,4,3,2,No,0.2924,29.2,Stable,Low (<30%)
1260,29,Male,Research & Development,Healthcare Representative,2,Divorced,Yes,Travel_Rarely,6623,6,1,4,3,3,No,0.291,29.1,Stable,Low (<30%)
1732,46,Male,Sales,Sales Executive,3,Divorced,Yes,Travel_Rarely,10368,10,0,4,2,3,No,0.2907,29.1,Stable,Low (<30%)
568,57,Male,Sales,Manager,4,Divorced,No,Travel_Rarely,14118,1,0,4,2,1,No,0.2904,29.0,Stable,Low (<30%)
2049,35,Male,Research & Development,Healthcare Representative,2,Married,Yes,Travel_Frequently,5689,10,0,3,4,3,No,0.2903,29.0,Stable,Low (<30%)
128,24,Female,Sales,Sales Executive,2,Married,No,Travel_Rarely,4999,3,0,3,2,1,No,0.2898,29.0,Stable,Low (<30%)
1815,41,Female,Sales,Sales Executive,3,Divorced,Yes,Travel_Rarely,10447,22,13,3,4,3,No,0.2898,29.0,Stable,Low (<30%)
121,30,Female,Sales,Sales Executive,2,Divorced,Yes,Travel_Rarely,5209,11,2,2,2,3,No,0.2874,28.7,Stable,Low (<30%)
1028,35,Male,Research & Development,Laboratory Technician,1,Divorced,No,Travel_Rarely,3917,3,1,4,2,2,No,0.2872,28.7,Stable,Low (<30%)
975,35,Female,Sales,Sales Executive,2,Married,No,Travel_Rarely,4601,5,1,3,3,3,No,0.287,28.7,Stable,Low (<30%)
536,28,Male,Research & Development,Laboratory Technician,2,Divorced,No,Travel_Rarely,4558,10,1,1,3,3,No,0.2863,28.6,Stable,Low (<30%)
920,43,Female,Research & Development,Manufacturing Director,2,Divorced,No,Travel_Rarely,4765,1,0,2,4,1,No,0.2861,28.6,Stable,Low (<30%)
894,42,Female,Research & Development,Laboratory Technician,2,Married,Yes,Travel_Rarely,5231,5,1,4,2,3,No,0.2859,28.6,Stable,Low (<30%)
1581,26,Female,Research & Development,Research Scientist,1,Married,No,Travel_Rarely,2061,1,0,4,3,1,No,0.285,28.5,Stable,Low (<30%)
1324,31,Female,Sales,Sales Executive,3,Divorced,Yes,Non-Travel,9852,10,9,3,2,4,No,0.2843,28.4,Stable,Low (<30%)
224,27,Male,Research & Development,Research Scientist,1,Divorced,Yes,Non-Travel,2566,1,0,3,2,3,No,0.2839,28.4,Stable,Low (<30%)
721,39,Female,Research & Development,Healthcare Representative,2,Single,No,Travel_Rarely,4553,20,11,3,3,4,No,0.2828,28.3,Stable,Low (<30%)
517,42,Female,Research & Development,Laboratory Technician,1,Divorced,No,Travel_Rarely,2576,5,1,1,3,2,No,0.28,28.0,Stable,Low (<30%)
198,30,Male,Research & Development,Laboratory Technician,1,Single,No,Travel_Rarely,2720,5,1,4,3,2,No,0.2796,28.0,Stable,Low (<30%)
1514,28,Male,Research & Development,Manufacturing Director,2,Married,No,Travel_Rarely,6549,8,1,2,2,3,No,0.2794,27.9,Stable,Low (<30%)
486,37,Female,Research & Development,Laboratory Technician,1,Married,No,Travel_Rarely,3452,5,0,1,3,3,No,0.2791,27.9,Stable,Low (<30%)
580,46,Female,Sales,Sales Executive,3,Married,Yes,Travel_Rarely,9071,3,1,4,3,3,No,0.2786,27.9,Stable,Low (<30%)
1525,39,Female,Research & Development,Manufacturing Director,3,Single,No,Travel_Rarely,8376,2,2,2,3,2,No,0.2776,27.8,Stable,Low (<30%)
1044,33,Female,Sales,Sales Representative,1,Single,No,Non-Travel,2342,2,2,4,2,2,No,0.277,27.7,Stable,Low (<30%)
862,53,Female,Sales,Sales Executive,3,Married,Yes,Travel_Rarely,10934,5,0,4,3,1,No,0.2769,27.7,Stable,Low (<30%)
1912,31,Female,Sales,Sales Executive,2,Divorced,Yes,Travel_Rarely,6583,5,1,4,3,3,No,0.2759,27.6,Stable,Low (<30%)
1163,34,Female,Sales,Sales Executive,2,Married,No,Travel_Rarely,5714,6,1,3,2,2,No,0.2756,27.6,Stable,Low (<30%)
1179,30,Male,Sales,Sales Executive,2,Married,No,Travel_Rarely,6578,10,1,3,3,3,No,0.2756,27.6,Stable,Low (<30%)
523,34,Female,Sales,Sales Executive,2,Married,No,Non-Travel,6538,3,1,3,3,3,No,0.2744,27.4,Stable,Low (<30%)
1224,30,Male,Research & Development,Laboratory Technician,2,Divorced,No,Travel_Rarely,3491,10,8,3,2,3,No,0.2735,27.3,Stable,Low (<30%)
1361,40,Male,Research & Development,Laboratory Technician,1,Married,No,Travel_Rarely,2387,4,0,2,3,2,No,0.2725,27.2,Stable,Low (<30%)
192,45,Male,Research & Development,Research Scientist,1,Single,No,Travel_Rarely,3452,6,0,4,2,3,No,0.2709,27.1,Stable,Low (<30%)
1601,35,Male,Research & Development,Laboratory Technician,1,Married,No,Travel_Rarely,2690,1,0,4,2,3,No,0.2704,27.0,Stable,Low (<30%)
2031,42,Male,Research & Development,Manager,5,Married,No,Travel_Rarely,18880,22,4,3,2,1,No,0.2703,27.0,Stable,Low (<30%)
495,29,Male,Research & Development,Research Scientist,1,Single,No,Travel_Rarely,2201,3,1,4,3,4,No,0.2703,27.0,Stable,Low (<30%)
1870,27,Female,Research & Development,Research Scientist,1,Married,No,Travel_Frequently,4774,7,7,1,2,4,No,0.2684,26.8,Stable,Low (<30%)
1243,35,Female,Sales,Sales Executive,3,Married,Yes,Non-Travel,10377,13,4,4,2,3,No,0.2679,26.8,Stable,Low (<30%)
775,34,Female,Research & Development,Manufacturing Director,2,Divorced,No,Travel_Rarely,5121,0,0,1,3,2,No,0.2678,26.8,Stable,Low (<30%)
827,42,Female,Research & Development,Manufacturing Director,2,Married,Yes,Travel_Rarely,6062,4,0,4,3,4,No,0.2675,26.8,Stable,Low (<30%)
547,42,Female,Research & Development,Research Scientist,2,Divorced,No,Travel_Frequently,4556,5,0,3,3,1,No,0.2658,26.6,Stable,Low (<30%)
221,28,Male,Research & Development,Research Scientist,1,Married,No,Travel_Rarely,2713,5,0,4,1,3,No,0.2651,26.5,Stable,Low (<30%)
507,24,Female,Sales,Sales Executive,2,Divorced,Yes,Travel_Rarely,4260,5,0,3,4,4,No,0.2637,26.4,Stable,Low (<30%)
423,31,Male,Research & Development,Research Scientist,1,Married,Yes,Travel_Rarely,4821,5,0,4,3,3,No,0.2637,26.4,Stable,Low (<30%)
1931,27,Male,Research & Development,Research Scientist,1,Married,No,Travel_Rarely,2226,5,1,2,2,2,No,0.2636,26.4,Stable,Low (<30%)
1298,30,Female,Research & Development,Manufacturing Director,2,Single,Yes,Non-Travel,4695,8,1,3,3,3,No,0.2623,26.2,Stable,Low (<30%)
1598,40,Female,Sales,Sales Executive,2,Married,No,Travel_Rarely,4639,5,1,1,3,4,No,0.2621,26.2,Stable,Low (<30%)
119,40,Male,Research & Development,Healthcare Representative,4,Married,No,Travel_Frequently,13503,22,11,2,2,3,No,0.2618,26.2,Stable,Low (<30%)
602,39,Female,Research & Development,Laboratory Technician,1,Married,No,Travel_Frequently,3755,8,0,3,3,3,No,0.2602,26.0,Stable,Low (<30%)
1576,48,Female,Research & Development,Research Scientist,1,Married,No,Travel_Rarely,2367,8,7,1,2,3,No,0.2581,25.8,Stable,Low (<30%)
298,41,Female,Sales,Manager,3,Single,Yes,Travel_Rarely,13591,1,0,4,3,4,No,0.2577,25.8,Stable,Low (<30%)
152,37,Male,Sales,Sales Executive,3,Single,No,Travel_Rarely,7428,5,1,4,3,3,No,0.257,25.7,Stable,Low (<30%)
754,43,Male,Sales,Sales Executive,2,Married,No,Travel_Frequently,6804,2,2,4,3,4,No,0.2563,25.6,Stable,Low (<30%)
343,39,Female,Research & Development,Healthcare Representative,3,Single,No,Travel_Frequently,10938,19,11,3,3,3,No,0.256,25.6,Stable,Low (<30%)
680,30,Female,Research & Development,Research Scientist,1,Divorced,No,Travel_Frequently,2083,1,0,3,3,3,No,0.2543,25.4,Stable,Low (<30%)
1438,47,Male,Research & Development,Research Scientist,1,Married,No,Travel_Rarely,3420,6,1,4,2,1,No,0.254,25.4,Stable,Low (<30%)
442,31,Female,Research & Development,Manufacturing Director,3,Married,No,Travel_Frequently,8943,10,8,3,3,3,No,0.2535,25.4,Stable,Low (<30%)
277,34,Male,Research & Development,Research Scientist,1,Divorced,Yes,Travel_Frequently,3815,5,2,3,4,4,No,0.2529,25.3,Stable,Low (<30%)
1190,32,Female,Sales,Sales Representative,1,Divorced,No,Non-Travel,2827,1,0,1,3,3,No,0.2511,25.1,Stable,Low (<30%)
813,52,Female,Research & Development,Laboratory Technician,2,Married,No,Travel_Rarely,3149,5,1,3,3,4,No,0.2509,25.1,Stable,Low (<30%)
1445,24,Female,Sales,Sales Executive,2,Married,Yes,Travel_Rarely,4162,5,0,3,3,4,No,0.2506,25.1,Stable,Low (<30%)
14,35,Male,Research & Development,Laboratory Technician,1,Married,No,Travel_Rarely,2426,5,0,2,3,1,No,0.2501,25.0,Stable,Low (<30%)
1935,56,Female,Sales,Sales Executive,2,Married,No,Travel_Rarely,5380,0,0,1,3,4,No,0.2488,24.9,Stable,Low (<30%)
199,41,Male,Research & Development,Manager,4,Divorced,No,Travel_Frequently,17181,7,7,1,2,4,No,0.2484,24.8,Stable,Low (<30%)
1080,46,Female,Research & Development,Research Scientist,2,Divorced,Yes,Travel_Rarely,4615,16,1,1,3,4,No,0.2482,24.8,Stable,Low (<30%)
179,51,Male,Research & Development,Manufacturing Director,3,Single,No,Travel_Frequently,10650,4,0,4,3,1,Yes,0.2473,24.7,Stable,Low (<30%)
951,32,Female,Research & Development,Laboratory Technician,1,Married,No,Non-Travel,2332,3,0,2,3,3,No,0.2469,24.7,Stable,Low (<30%)
333,32,Male,Sales,Sales Executive,2,Married,No,Non-Travel,4465,3,2,4,3,3,No,0.2465,24.6,Stable,Low (<30%)
1457,46,Male,Sales,Sales Executive,3,Divorced,No,Travel_Rarely,10096,7,4,4,4,1,Yes,0.2462,24.6,Stable,Low (<30%)
1860,42,Male,Research & Development,Laboratory Technician,1,Single,No,Travel_Rarely,3968,0,0,3,3,4,No,0.2454,24.5,Stable,Low (<30%)
2038,32,Male,Research & Development,Research Scientist,1,Single,No,Travel_Rarely,2439,4,1,1,3,4,No,0.2452,24.5,Stable,Low (<30%)
1993,47,Male,Research & Development,Healthcare Representative,3,Single,No,Travel_Rarely,8633,17,12,3,3,1,No,0.245,24.5,Stable,Low (<30%)
630,52,Male,Research & Development,Research Scientist,2,Divorced,Yes,Travel_Rarely,5577,10,6,1,3,4,No,0.2446,24.5,Stable,Low (<30%)
1218,35,Male,Sales,Sales Executive,2,Married,Yes,Travel_Rarely,8966,7,1,1,3,3,No,0.2437,24.4,Stable,Low (<30%)
178,36,Male,Research & Development,Manufacturing Director,2,Divorced,No,Travel_Rarely,4941,3,0,2,3,2,No,0.2428,24.3,Stable,Low (<30%)
1076,43,Male,Sales,Sales Executive,3,Divorced,No,Travel_Rarely,10798,1,0,4,3,3,No,0.2421,24.2,Stable,Low (<30%)
353,51,Male,Research & Development,Research Scientist,1,Married,No,Travel_Rarely,2723,1,0,4,2,3,No,0.2418,24.2,Stable,Low (<30%)
200,41,Male,Research & Development,Laboratory Technician,1,Married,No,Travel_Rarely,2238,5,1,1,3,3,No,0.2414,24.1,Stable,Low (<30%)
763,40,Female,Research & Development,Research Scientist,1,Single,Yes,Travel_Rarely,2342,4,2,4,2,4,No,0.2412,24.1,Stable,Low (<30%)
249,50,Male,Research & Development,Laboratory Technician,1,Married,No,Travel_Rarely,3690,3,0,3,2,3,No,0.2412,24.1,Stable,Low (<30%)
1558,29,Male,Research & Development,Research Scientist,1,Married,No,Travel_Rarely,2451,1,0,3,2,3,No,0.24,24.0,Stable,Low (<30%)
18,34,Male,Research & Development,Laboratory Technician,1,Divorced,No,Travel_Rarely,2661,2,1,4,3,2,No,0.2397,24.0,Stable,Low (<30%)
1012,18,Male,Research & Development,Research Scientist,1,Single,No,Non-Travel,1051,0,0,4,3,2,No,0.2386,23.9,Stable,Low (<30%)
1553,45,Male,Research & Development,Healthcare Representative,3,Divorced,No,Travel_Rarely,7441,10,7,2,3,1,No,0.2371,23.7,Stable,Low (<30%)
1105,37,Female,Sales,Sales Executive,2,Divorced,Yes,Travel_Rarely,6694,1,0,4,3,4,No,0.2366,23.7,Stable,Low (<30%)
1022,48,Male,Research & Development,Healthcare Representative,2,Single,No,Travel_Rarely,4240,2,2,3,3,1,No,0.2366,23.7,Stable,Low (<30%)
1118,52,Male,Research & Development,Healthcare Representative,3,Single,No,Travel_Rarely,10445,8,4,2,3,2,No,0.2361,23.6,Stable,Low (<30%)
1673,31,Female,Sales,Sales Executive,2,Married,No,Travel_Rarely,5476,10,0,4,3,1,No,0.236,23.6,Stable,Low (<30%)
705,23,Male,Research & Development,Research Scientist,1,Married,No,Travel_Rarely,2819,3,0,1,4,1,No,0.235,23.5,Stable,Low (<30%)
1322,39,Male,Research & Development,Manufacturing Director,2,Single,No,Travel_Rarely,4534,8,1,3,3,1,No,0.2341,23.4,Stable,Low (<30%)
675,22,Male,Research & Development,Research Scientist,1,Married,No,Travel_Rarely,2773,2,2,3,3,1,No,0.234,23.4,Stable,Low (<30%)
171,43,Female,Research & Development,Research Scientist,1,Single,No,Travel_Frequently,4739,3,1,3,3,2,No,0.2325,23.3,Stable,Low (<30%)
1617,49,Female,Research & Development,Laboratory Technician,1,Married,No,Travel_Rarely,3211,9,1,1,2,3,No,0.2323,23.2,Stable,Low (<30%)
1683,44,Female,Human Resources,Human Resources,1,Divorced,Yes,Travel_Rarely,3195,2,2,4,3,3,No,0.2315,23.2,Stable,Low (<30%)
73,33,Female,Research & Development,Research Director,3,Single,Yes,Travel_Frequently,13458,15,8,4,3,1,No,0.2312,23.1,Stable,Low (<30%)
806,30,Male,Research & Development,Laboratory Technician,1,Married,No,Travel_Rarely,3833,2,0,3,3,4,No,0.231,23.1,Stable,Low (<30%)
995,33,Female,Research & Development,Research Scientist,1,Single,No,Travel_Rarely,3452,3,0,4,3,2,No,0.2306,23.1,Stable,Low (<30%)
35,42,Male,Sales,Sales Executive,2,Married,No,Travel_Rarely,6825,9,4,2,3,3,No,0.2305,23.0,Stable,Low (<30%)
981,53,Male,Sales,Manager,4,Divorced,No,Travel_Rarely,14852,17,15,3,4,3,No,0.2303,23.0,Stable,Low (<30%)
8,32,Male,Research & Development,Laboratory Technician,1,Single,No,Travel_Frequently,3068,7,3,4,2,4,No,0.2296,23.0,Stable,Low (<30%)
1207,33,Male,Human Resources,Human Resources,1,Married,No,Travel_Rarely,3600,5,1,3,3,2,No,0.2295,23.0,Stable,Low (<30%)
1303,25,Female,Research & Development,Research Scientist,1,Single,No,Travel_Rarely,2096,2,2,2,2,4,No,0.2288,22.9,Stable,Low (<30%)
1440,37,Male,Research & Development,Laboratory Technician,1,Single,No,Non-Travel,3500,6,1,3,1,3,No,0.2286,22.9,Stable,Low (<30%)
1809,37,Male,Research & Development,Manufacturing Director,2,Single,No,Travel_Rarely,4213,10,0,1,1,4,Yes,0.2269,22.7,Stable,Low (<30%)
1459,31,Female,Research & Development,Manufacturing Director,3,Single,No,Travel_Frequently,7446,10,4,2,3,3,Yes,0.2263,22.6,Stable,Low (<30%)
1446,32,Male,Sales,Sales Executive,2,Married,No,Travel_Rarely,9204,4,0,4,2,4,No,0.2257,22.6,Stable,Low (<30%)
304,36,Male,Research & Development,Laboratory Technician,2,Single,No,Travel_Rarely,5914,13,3,2,4,4,No,0.2252,22.5,Stable,Low (<30%)
2060,26,Female,Sales,Sales Representative,1,Single,No,Travel_Rarely,2966,4,0,3,3,4,No,0.2252,22.5,Stable,Low (<30%)
1701,34,Female,Research & Development,Research Scientist,1,Married,No,Travel_Rarely,2929,10,8,4,3,2,No,0.225,22.5,Stable,Low (<30%)
838,34,Female,Research & Development,Research Scientist,1,Single,No,Travel_Frequently,2553,5,1,4,3,3,No,0.2239,22.4,Stable,Low (<30%)
1706,43,Male,Sales,Sales Executive,2,Married,Yes,Travel_Rarely,7847,10,8,4,3,4,No,0.2234,22.3,Stable,Low (<30%)
626,37,Male,Sales,Sales Executive,3,Divorced,No,Non-Travel,8834,9,7,2,3,1,No,0.2232,22.3,Stable,Low (<30%)
757,34,Female,Research & Development,Healthcare Representative,2,Single,No,Travel_Rarely,6142,5,4,3,3,2,No,0.2223,22.2,Stable,Low (<30%)
1469,28,Male,Sales,Sales Executive,2,Single,No,Travel_Rarely,8463,5,1,1,3,4,No,0.2222,22.2,Stable,Low (<30%)
54,27,Female,Research & Development,Laboratory Technician,1,Divorced,No,Travel_Rarely,2341,1,0,1,3,4,No,0.2217,22.2,Stable,Low (<30%)
1615,34,Male,Research & Development,Manufacturing Director,2,Divorced,No,Travel_Frequently,4724,9,7,4,3,3,No,0.2202,22.0,Stable,Low (<30%)
1140,34,Male,Research & Development,Manufacturing Director,2,Single,No,Travel_Frequently,4033,3,0,3,2,4,No,0.22,22.0,Stable,Low (<30%)
780,33,Male,Research & Development,Research Scientist,1,Single,Yes,Travel_Rarely,2686,10,7,4,2,4,Yes,0.2197,22.0,Stable,Low (<30%)
57,30,Female,Research & Development,Laboratory Technician,2,Single,No,Travel_Frequently,4011,12,3,4,3,3,No,0.2193,21.9,Stable,Low (<30%)
419,36,Female,Research & Development,Laboratory Technician,2,Married,No,Non-Travel,5674,9,0,2,3,2,No,0.2191,21.9,Stable,Low (<30%)
498,28,Male,Sales,Sales Executive,2,Single,No,Travel_Rarely,5253,7,0,4,3,2,No,0.2186,21.9,Stable,Low (<30%)
1032,59,Female,Research & Development,Manufacturing Director,4,Single,Yes,Travel_Rarely,13726,5,4,4,3,3,No,0.2183,21.8,Stable,Low (<30%)
1011,31,Female,Research & Development,Manufacturing Director,2,Married,No,Travel_Frequently,4148,4,0,1,3,3,No,0.2179,21.8,Stable,Low (<30%)
314,35,Female,Sales,Sales Executive,3,Single,No,Travel_Frequently,8789,10,0,3,4,3,No,0.2172,21.7,Stable,Low (<30%)
2044,50,Male,Sales,Sales Executive,2,Divorced,No,Travel_Frequently,6728,6,0,3,3,2,Yes,0.2166,21.7,Stable,Low (<30%)
379,21,Male,Research & Development,Research Scientist,1,Single,No,Travel_Rarely,3230,3,1,3,4,4,No,0.2164,21.6,Stable,Low (<30%)
682,53,Female,Sales,Sales Executive,2,Single,No,Travel_Rarely,8381,14,8,1,4,4,No,0.2154,21.5,Stable,Low (<30%)
1029,42,Male,Sales,Manager,5,Married,No,Travel_Rarely,18303,1,0,3,4,4,No,0.215,21.5,Stable,Low (<30%)
1772,41,Male,Research & Development,Laboratory Technician,1,Divorced,No,Travel_Rarely,2289,5,0,1,3,3,No,0.2136,21.4,Stable,Low (<30%)
228,30,Female,Sales,Sales Executive,3,Married,No,Travel_Rarely,9419,10,7,4,3,2,No,0.2131,21.3,Stable,Low (<30%)
923,21,Female,Research & Development,Research Scientist,1,Single,No,Travel_Rarely,2693,1,0,4,2,4,Yes,0.2126,21.3,Stable,Low (<30%)
1922,45,Male,Research & Development,Healthcare Representative,2,Single,No,Travel_Frequently,5399,4,0,3,3,2,No,0.2114,21.1,Stable,Low (<30%)
20,29,Female,Research & Development,Manufacturing Director,3,Divorced,No,Travel_Rarely,9980,10,8,1,3,2,No,0.2111,21.1,Stable,Low (<30%)
1003,47,Female,Sales,Sales Executive,2,Single,Yes,Travel_Rarely,4163,9,0,4,3,4,No,0.2096,21.0,Stable,Low (<30%)
1162,27,Male,Research & Development,Research Scientist,1,Married,No,Travel_Rarely,2539,4,2,3,3,4,No,0.2088,20.9,Stable,Low (<30%)
21,32,Male,Research & Development,Research Scientist,1,Divorced,Yes,Travel_Rarely,3298,6,0,2,2,1,No,0.2086,20.9,Stable,Low (<30%)
868,37,Male,Sales,Sales Executive,2,Divorced,No,Travel_Rarely,6334,1,0,3,3,4,No,0.2086,20.9,Stable,Low (<30%)
1309,32,Male,Research & Development,Laboratory Technician,2,Married,No,Travel_Rarely,4883,10,1,3,3,4,Yes,0.2086,20.9,Stable,Low (<30%)
1994,33,Male,Research & Development,Laboratory Technician,1,Divorced,No,Non-Travel,2008,1,0,3,2,2,No,0.2085,20.8,Stable,Low (<30%)
1161,37,Female,Research & Development,Healthcare Representative,2,Divorced,No,Travel_Rarely,5731,6,1,4,3,3,No,0.2081,20.8,Stable,Low (<30%)
662,38,Female,Research & Development,Research Scientist,1,Single,No,Travel_Rarely,2619,0,0,1,2,3,No,0.2072,20.7,Stable,Low (<30%)
1312,36,Female,Research & Development,Healthcare Representative,3,Married,No,Travel_Rarely,7094,7,1,3,3,4,No,0.207,20.7,Stable,Low (<30%)
110,34,Male,Research & Development,Manufacturing Director,2,Married,No,Travel_Rarely,4325,5,1,2,3,1,No,0.2068,20.7,Stable,Low (<30%)
836,42,Male,Research & Development,Manufacturing Director,2,Married,No,Travel_Rarely,4434,9,7,2,2,2,No,0.2066,20.7,Stable,Low (<30%)
1654,39,Male,Research & Development,Manufacturing Director,2,Married,No,Travel_Rarely,5295,5,1,2,3,4,No,0.2065,20.7,Stable,Low (<30%)
1909,41,Female,Sales,Sales Executive,2,Married,No,Travel_Rarely,4393,5,1,2,3,3,No,0.2044,20.4,Stable,Low (<30%)
2019,52,Male,Sales,Sales Representative,1,Divorced,No,Non-Travel,3482,9,0,4,2,1,No,0.2043,20.4,Stable,Low (<30%)
339,34,Male,Research & Development,Manufacturing Director,2,Married,No,Travel_Rarely,5957,11,5,1,3,4,No,0.2038,20.4,Stable,Low (<30%)
1025,41,Female,Research & Development,Manufacturing Director,2,Single,No,Travel_Rarely,5003,2,2,3,3,4,No,0.2035,20.3,Stable,Low (<30%)
1094,27,Male,Research & Development,Laboratory Technician,1,Married,No,Non-Travel,4621,3,1,3,3,1,No,0.2032,20.3,Stable,Low (<30%)
302,45,Female,Sales,Sales Executive,3,Single,No,Non-Travel,8865,19,12,4,3,4,No,0.2028,20.3,Stable,Low (<30%)
1529,35,Female,Research & Development,Healthcare Representative,3,Single,No,Travel_Rarely,8606,11,3,2,1,4,No,0.2024,20.2,Stable,Low (<30%)
1557,48,Female,Sales,Sales Executive,2,Divorced,No,Travel_Rarely,6439,8,7,3,3,3,No,0.2017,20.2,Stable,Low (<30%)
13,36,Male,Research & Development,Healthcare Representative,2,Married,No,Travel_Rarely,5237,7,7,3,2,3,No,0.2011,20.1,Stable,Low (<30%)
1114,33,Female,Sales,Sales Executive,2,Married,No,Travel_Frequently,4302,3,0,2,3,4,No,0.2005,20.0,Stable,Low (<30%)
